 001 002 003 004 005 006 007 008 009 010 011 012 013 014 015 016 017 018 019 020 021 022 023 024 025 026 027 028 029 030 031 032 033 034 035 036 037 038 039 040 041 042 043 044 045 046 047 048 049 050 051 052 053 054 055 056 057 058 059 060 061 062 063 064 065 066 067 068 069 070 071 072 073 074 075 076 077 078 079 080 081 082 083 084 085 086 087 088 089 090 091 092 093 094 095 096 097 098 099 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189
001  78.12353358623764                                                      136.65762218039637                                                                                                                                    
002 78.12353358623764  74.04320495494505                                                    134.25195901736407                                                                                                                                      
003  74.04320495494505  85.8429898127972                                                  136.20410860175977                                                                                                                                       
004   85.8429898127972  89.1284068072576                                                134.51919008082078                                                                                                                                        
005    89.1284068072576  86.75217576522215                                              133.4655371247575                                                                                                                                         
006     86.75217576522215  75.99598147270682                                            135.21680110104646                                                                                                                                          
007      75.99598147270682  73.85903465385937                                          132.66747792884286                                                                                                                                           
008       73.85903465385937  75.90310929072672                                        131.442441395464                                                                                                                                            
009        75.90310929072672  73.04793015548084                                      135.00696167235222                                                                                                                                             
010         73.04793015548084  76.47037661735419                                    134.39000409256627                                                                                                                                              
011          76.47037661735419  76.05302426596856                                  134.89574381721627                                                                                                                                               
012           76.05302426596856  74.92552969449066                                134.47719100278687                                                                                                                                                
013            74.92552969449066  73.94363799543538                              136.3636993484703                                                                                                                                                 
014             73.94363799543538  76.76579055803441                            134.2711555025872                                                                                                                                                  
015              76.76579055803441  76.08720523189157                          134.25905742258115                                                                                                                                                   
016               76.08720523189157  71.44552470239121                        132.60115987426354                                                                                                                                                    
017                71.44552470239121  76.34967583428241                      135.76233277312232                                                                                                                                                     
018                 76.34967583428241  51.365186653997405                    136.4940584787485                                                                                                                                                      
019                  51.365186653997405  65.310268717867                  136.04640678827204                                                                                                                                                       
020                   65.310268717867  81.13538623806527                135.8668101487629                                                                                                                                                        
021                    81.13538623806527  81.18551841307652              135.54501724519412                                                                                                                                                         
022                     81.18551841307652  76.37308295466396            135.80256440877696                                                                                                                                                          
023                      76.37308295466396  77.50438503723525          132.16956533181164                                                                                                                                                           
024                       77.50438503723525  33.98877020428948                                                                                                                                                                   
025                        33.98877020428948  160.25998159241132      65.16868419724322                                                                                                                                                             
026                         160.25998159241132  141.69094431190715   65.802911789677                                                                                                                                                               
027                          141.69094431190715  63.477046245079805                                                                                                                                                                
028                           63.477046245079805  68.92219744030209                                                       183.17999481384427                                                                                                         
029                            68.92219744030209  74.05522938996276                                                     180.56042894277815                                                                                                          
030                          65.802911789677   74.05522938996276  74.67606109055298                                                   178.17466963628695                                                                                                            
031                              74.67606109055298  83.35478390590426                                                 177.31807832254447                                                                                                            
032                         65.16868419724322      83.35478390590426  36.67690962990192                                                                                                                                                            
033                                36.67690962990192  75.66718773682547                                              138.764443932875                                                                                                             
034                       132.16956533181164          75.66718773682547  77.49688316313126                                            138.76554183225738                                                                                                               
035                      135.80256440877696            77.49688316313126  82.84097536847328                                          137.67851030571174                                                                                                                
036                     135.54501724519412              82.84097536847328  77.75644346290545                                        138.1388591237094                                                                                                                 
037                    135.8668101487629                77.75644346290545  67.89816271446519                                      137.10092049289827                                                                                                                  
038                   136.04640678827204                  67.89816271446519  48.75068820027062                                    137.40356618370572                                                                                                                   
039                  136.4940584787485                    48.75068820027062  74.80410149183001                                  137.50461119540685                                                                                                                    
040                 135.76233277312232                      74.80410149183001  74.96034418277424                                136.88629624619122                                                                                                                     
041                132.60115987426354                        74.96034418277424  74.4786257929079                              140.6679416213944                                                                                                                      
042               134.25905742258115                          74.4786257929079  74.43126829498483                            138.8755709259192                                                                                                                       
043              134.2711555025872                            74.43126829498483  75.44540874036005                          139.60722939733475                                                                                                                        
044             136.3636993484703                              75.44540874036005  73.51413197474346                        137.9796742277644                                                                                                                         
045            134.47719100278687                                73.51413197474346  75.98333304087153                      138.55666061218406                                                                                                                          
046           134.89574381721627                                  75.98333304087153  76.50669905308948                    138.6508571917244                                                                                                                           
047          134.39000409256627                                    76.50669905308948  74.2392187458892                  138.39779080606735                                                                                                                            
048         135.00696167235222                                      74.2392187458892  78.2843694488243                136.39934823891198                                                                                                                             
049        131.442441395464                                        78.2843694488243  75.81728101165322              141.85418569784974                                                                                                                              
050       132.66747792884286                                          75.81728101165322  74.83950961891719            137.6338508507264                                                                                                                               
051      135.21680110104646                                            74.83950961891719  86.48955832931513          136.4084308244913                                                                                                                                
052     133.4655371247575                                              86.48955832931513  85.73804872983756        135.5452872659171                                                                                                                                 
053    134.51919008082078                                                85.73804872983756  88.99690668781695      137.47425795398954                                                                                                                                  
054   136.20410860175977                                                  88.99690668781695  74.85556024771975    134.6678164967414                                                                                                                                   
055  134.25195901736407                                                    74.85556024771975  78.27283628437134  139.0565935150146                                                                                                                                    
056 136.65762218039637                                                      78.27283628437134  137.7355233772319                                                                                                                                    
057                                                        137.7355233772319  77.00855601814644                                                    137.4420681596432                                                                               
058                                                       139.0565935150146  77.00855601814644  74.11801737769301                                                  137.417549461486                                                                                 
059                                                      134.6678164967414    74.11801737769301  88.61066640083459                                                139.32187373129892                                                                                  
060                                                     137.47425795398954      88.61066640083459  86.03207367023073                                              136.04864130155792                                                                                   
061                                                    135.5452872659171        86.03207367023073  88.64458810327902                                            137.37298933924384                                                                                    
